,Compound Score,Date,Negative Score,Neutral Score,Positive Score,Screen Name,Tweet,Tweets Ago
128,0.7717,2017-12-27 21:04:10+00:00,0.0,0.705,0.295,CBS,"Celebrate everyone's favorite classic sitcom with Carol Burnett, Vicki Lawrence, and more stars during The Carol Bu… https://t.co/SaiZ9TzBVO",29
129,0.8452,2017-12-27 19:52:02+00:00,0.0,0.663,0.337,CBS,Joy to the world of streaming! Try #CBSAllAccess FREE for 1 month – just use code BINGE by 1/2:… https://t.co/9p1ACnslz6,30
130,0.0,2017-12-27 19:40:34+00:00,0.0,1.0,0.0,CBS,"Music legend Stevie Wonder salutes @LionelRichie while performing his classic hit, ""Easy"" at The 40th Annual Kenned… https://t.co/7TeDeNyhgo",31
131,0.7003,2017-12-27 12:00:01+00:00,0.0,0.766,0.234,CBS,"As the youngest Kennedy Center Honoree in 40 years, @LLCoolJ talks about what motivates him to chase his dreams. Wa… https://t.co/DFY78y99w3",32
132,0.8398,2017-12-27 07:27:33+00:00,0.0,0.64,0.36,CBS,Here's to the 2017 Kennedy Center Honorees! Catch up on an evening of stunning performances and inspiring speeches… https://t.co/jGfANpSCul,33
133,0.8221,2017-12-27 04:00:52+00:00,0.0,0.664,0.336,CBS,This celebration could go all night long! What a great final performance in honor of @LionelRichie. #KCHonors https://t.co/xKLWpKr3v0,34
134,0.0,2017-12-27 03:59:48+00:00,0.0,1.0,0.0,CBS,RT @MarkAPrinceJr: A #LionelRichie tribute is not complete without 🎶All Night Long🎶 😁 #KCHonors,35
135,0.8271,2017-12-27 03:36:01+00:00,0.0,0.58,0.42,CBS,Carmen de Lavallade (@CarmenDances) got emotional during those beautiful performances in her honor. Congratulations… https://t.co/gOCAZpZDpt,36
136,0.8103,2017-12-27 03:35:29+00:00,0.0,0.685,0.315,CBS,RT @Glamourtunist: This tribute to Carmen de Lavallade at the #KCHonors is so beautiful and well deserved. ❤️,37
137,0.0,2017-12-27 03:03:49+00:00,0.0,1.0,0.0,CBS,RT @llcoolj: Attn: #HIPHOP !!!! We made history!! #KCHonors,38
138,0.5255,2017-12-27 03:03:26+00:00,0.0,0.78,0.22,CBS,.@llcoolj is making history! He’s the Kennedy Center’s first hip-hop honoree. #KCHonors https://t.co/kCqkOdUjtu,39
139,0.7096,2017-12-27 02:57:56+00:00,0.0,0.753,0.247,CBS,RT @ErinAnnCullen: #KCHonors is always a night of inspiration. Thank you to these artists for your impact on our country. ❤️🧡💛💚💙💜,40
140,0.7345,2017-12-27 02:48:52+00:00,0.0,0.64,0.36,CBS,Give a round of applause to television pioneer and 2017 Honoree @TheNormanLear! #KCHonors https://t.co/20UosF987x,41
141,0.6124,2017-12-27 02:45:34+00:00,0.0,0.826,0.174,CBS,RT @AliL: This tribute to Norman Lear on #KCHonors is outstanding AND a walk down my childhood TV memory lane. 👏🏻📺,42
142,0.3699,2017-12-27 02:28:07+00:00,0.0,0.702,0.298,CBS,RT @llcoolj: Moments I’ll never forget!!! #KCHonors,43
143,0.8748,2017-12-27 02:26:46+00:00,0.0,0.474,0.526,CBS,.@GloriaEstefan approves of those amazing musical performances in her honor! #KCHonors https://t.co/i3EVYEoKRx,44
144,0.9601,2017-12-27 02:20:11+00:00,0.0,0.434,0.566,CBS,RT @thepickypantry: Beautiful tribute to @GloriaEstefan on the Kennedy Center Honors. Love Mi Tierra! Amazing and inspiring what a fighter…,45
145,0.8908,2017-12-27 02:00:29+00:00,0.0,0.654,0.346,CBS,Time to celebrate the 2017 honorees at The 40th Annual Kennedy Center Honors! Tune in now on CBS and CBS All Access… https://t.co/1OULMpCfPy,46
146,0.0,2017-12-27 01:08:32+00:00,0.0,1.0,0.0,CBS,"Tonight, @LionelRichie, @LLCoolJ, @GloriaEstefan, @TheNormanLear &amp; Carmen de Lavallade will be recognized at The 40… https://t.co/jZJqNo8h3b",47
147,0.2415,2017-12-26 12:00:01+00:00,0.173,0.61,0.218,CBS,"Don't miss the breathtaking performances, standing ovations and moving tributes that will leave you inspired. Here'… https://t.co/imILa52fjz",48
148,0.5106,2017-12-25 12:00:05+00:00,0.0,0.809,0.191,CBS,"Experience the performances and the memories when 2017 Honorees @LionelRichie, @GloriaEstefan, Carmen de Lavallade,… https://t.co/ygbqASVL7t",49
149,-0.2263,2017-12-25 00:48:24+00:00,0.101,0.899,0.0,CBS,"Due to NFL overrun CBS is delayed 36mins in Charlotte/NC, Cincinnati/OH, Nashville, Atlanta, New Orleans, Baton Rou… https://t.co/20mnbAhpTm",50
150,0.7574,2017-12-24 20:40:42+00:00,0.0,0.711,0.289,CBS,"Tonight, get together and enjoy Christmas Eve with a two-hour marathon of your favorite classic sitcoms! Watch The… https://t.co/SCv8TJy9Yp",51
151,0.7974,2017-12-24 14:17:43+00:00,0.0,0.727,0.273,CBS,Get ready for football! Stream NFL on CBS today with #CBSAllAccess. Try 1 month FREE with promo code BINGE! (Not av… https://t.co/6mR4bRR5Ey,52
152,0.0,2017-12-24 12:30:02+00:00,0.0,1.0,0.0,CBS,"All In The Family star @RobReiner gives props to legendary television writer, producer and 2017 Kennedy Center Hono… https://t.co/98jc5i63zE",53
153,0.0,2017-12-23 16:21:17+00:00,0.0,1.0,0.0,CBS,"Rapper @BustaRhymes pays tribute to @LLCoolJ, performing his hit song ""Mama Said Knock You Out"" at The 40th Annual… https://t.co/CRjQArUqwd",54
154,0.8236,2017-12-23 15:00:02+00:00,0.0,0.714,0.286,CBS,"Oh, what fun it is to stream! Start a 1-month FREE trial of #CBSAllAccess now. Use promo code BINGE by 1/2:… https://t.co/rSAnDJDgbI",55
155,0.7712,2017-12-23 12:37:04+00:00,0.0,0.645,0.355,CBS,CBS stars are glowing with holiday spirit! See how the stars are getting festive this season:… https://t.co/7qYTHoxFIc,56
156,0.743,2017-12-23 07:24:44+00:00,0.107,0.583,0.311,CBS,Spread some holiday cheer and laugh along with Dick Van Dyke and Mary Tyler Moore in two back-to-back episodes of T… https://t.co/N89JoYvXZW,57
157,0.8687,2017-12-23 06:39:45+00:00,0.0,0.635,0.365,CBS,Come home for the holidays with Lucy and Ricky in the I Love Lucy Christmas Special! Stream the full show:… https://t.co/s7f9mjEtER,58
158,-0.1531,2017-12-23 01:38:37+00:00,0.127,0.769,0.104,CBS,"Tonight at 9/8c, gather the family for two hilarious episodes of this classic sitcom in The Dick Van Dyke Show- Now… https://t.co/YcyECVr2NN",59
159,0.9422,2017-12-23 00:39:52+00:00,0.0,0.531,0.469,CBS,Get ready to laugh in the holidays tonight with Lucy and the gang in the I Love Lucy Christmas Special at 8/7c! Str… https://t.co/txU2TwXWOg,60
160,0.6588,2017-12-22 19:35:35+00:00,0.0,0.759,0.241,CBS,"Tonight, ring in the holidays with two back-to-back episodes of a timeless comedy classic, now in color! Watch the… https://t.co/skJsgJdQel",61
161,0.6597,2017-12-22 18:03:20+00:00,0.0,0.722,0.278,CBS,"Groundbreaking, daring, fearless. This is CBS All Access Originals. 

Sign up now to watch @StarTrekCBS,… https://t.co/kvPsJafYrN",62
162,0.5255,2017-12-22 14:04:52+00:00,0.0,0.841,0.159,CBS,2017 Honoree @LLCoolJ is the first hip-hop artist recognized at the #KCHonors! Learn more about the @NCISLA star's… https://t.co/eK91KdBNpG,63
163,0.8718,2017-12-21 12:04:04+00:00,0.0,0.632,0.368,CBS,"She's at it again! Tomorrow, relive Lucy's hilarious antics during the I Love Lucy Christmas Special at 8/7c on CBS… https://t.co/g01UGGLEDk",64
164,0.6597,2017-12-21 01:04:27+00:00,0.0,0.787,0.213,CBS,"RT @survivorcbs: 6 heroes, 6 healers, 6 hustlers, but only 1 sole #Survivor. Ready to find out who it is? Tune in to the #SurvivorFinale no…",65
165,0.3818,2017-12-20 23:00:04+00:00,0.0,0.843,0.157,CBS,Watch @kelly_clarkson deliver a moving performance of 'Christmas Eve' during A Home for the Holidays with… https://t.co/TAcstl7VYh,66
166,0.743,2017-12-20 21:08:10+00:00,0.0,0.751,0.249,CBS,"In two days, celebrate the holidays with the gang with two back-to-back episodes of the classic sitcom during the I… https://t.co/FRr8jX7MXZ",67
167,0.7222,2017-12-20 20:10:15+00:00,0.0,0.719,0.281,CBS,2017 Honoree @LLCoolJ salutes James Brown for paving the way for artists like himself. Don't miss The 40th Annual K… https://t.co/310Wfk7EoW,68
168,0.0,2017-12-20 19:31:47+00:00,0.0,1.0,0.0,CBS,Singer-songwriter @JoshGroban delivers a powerhouse performance while raising awareness of adoption through foster… https://t.co/FiQKJdx7Ty,69
169,0.5423,2017-12-20 15:30:01+00:00,0.0,0.857,0.143,CBS,Do you know all the nominees for Album Of The Year? Get familiar with this year's GRAMMY®  Award nominees ahead of… https://t.co/GYnxLT3n4p,70
170,0.1139,2017-12-20 01:01:19+00:00,0.0,0.941,0.059,CBS,RT @survivorcbs: This finale is going to be unlike any ending in the history of #Survivor. Don't miss the finale + reunion all starting Wed…,71
171,0.7644,2017-12-20 00:14:34+00:00,0.0,0.708,0.292,CBS,"This Friday, gather around the tree and celebrate the holidays with Lucille Ball! Watch two colorized back-to-back… https://t.co/4wopbmS4ez",72
172,0.0,2017-12-19 21:12:50+00:00,0.0,1.0,0.0,CBS,Kevin and Vanessa took a trip back in time on last night's #KevinCanWait. Watch the latest episode now:… https://t.co/SAqbLOd1Pg,73
173,0.3818,2017-12-19 21:00:03+00:00,0.0,0.852,0.148,CBS,"Find out how to watch A Home for the Holidays with @JoshGroban, featuring performances by @Kelly_Clarkson,… https://t.co/Y6zrR9PigH",74
174,0.5719,2017-12-19 15:30:04+00:00,0.0,0.791,0.209,CBS,"In one week, celebrate a night of legends when @LionelRichie, @GloriaEstefan, Carmen de Lavallade (@CarmenDances),… https://t.co/u7eXxb521H",75
175,0.0,2017-12-19 14:42:58+00:00,0.0,1.0,0.0,CBS,"Kick off The 60th Annual #GRAMMYs with @NancyODell, @KevinFrazier &amp; @KeltieKnight as they go behind the scenes with… https://t.co/J6KDEGV1g1",76
176,0.6808,2017-12-19 00:39:07+00:00,0.0,0.714,0.286,CBS,"Country crooner Luke Bryan (@LukeBryanOnline) honors @LionelRichie with a smooth rendition of his original song, 'P… https://t.co/XIF7ESukR8",77
177,0.875,2017-12-18 22:53:34+00:00,0.0,0.643,0.357,CBS,The search is on to find the pro football player with the best off-the-field talent. Vote for your favorite player… https://t.co/7uXC3SEz96,78
178,0.8957,2017-12-18 21:32:25+00:00,0.0,0.505,0.495,CBS,"It's the greatest gift a family can give. Celebrate adoption with superstars @JoshGroban, @Kelly_Clarkson,… https://t.co/1wc6meuGF7",79
179,0.7569,2017-12-18 18:40:55+00:00,0.0,0.712,0.288,CBS,"Mark your calendars! @NCISLA star @LLCoolJ will host MVP: Most Valuable Performer, a new interactive talent show to… https://t.co/s2LilAv50X",80
180,0.0,2017-12-18 00:42:56+00:00,0.0,1.0,0.0,CBS,"Approximate start times for #CBS tonight (East &amp; Midwest):
#60Minutes 7:38p/6:38c
#WisdomoftheCrowd 8:38p/7:38c… https://t.co/tFKrUBcv8B",81
181,0.5093,2017-12-18 00:00:40+00:00,0.0,0.859,0.141,CBS,"RT @kencen: Look back on favorite #KCHonors tributes before the Dec. 26 @CBS broadcast! From 2002: @aliciakeys sings ""Bridge Over Troubled…",82
182,0.8527,2017-12-17 17:48:58+00:00,0.044,0.576,0.38,CBS,"This Friday, you won't want to miss this priceless treasure when the I Love Lucy Christmas Special airs at 8/7c on… https://t.co/oyC9YDno00",83
183,0.7798,2017-12-17 15:39:38+00:00,0.0,0.725,0.275,CBS,Get ready for football! Stream NFL on CBS today with #CBSAllAccess. Try 1 week FREE (not available on mobile phones… https://t.co/cNMa11dmza,84
184,0.25,2017-12-16 18:29:05+00:00,0.0,0.875,0.125,CBS,RT @HawaiiFive0CBS: Was it all a dream? Catch up on the #H50 Fall Finale: https://t.co/PDeOIaDGqu https://t.co/msEijhSSJH,85
185,0.1867,2017-12-16 12:00:07+00:00,0.0,0.92,0.08,CBS,"In less than a week, Lucy and Ricky will return to your screens... in full color! Don't miss two back-to-back episo… https://t.co/rtmvB5Cj1D",86
186,0.5423,2017-12-15 20:23:58+00:00,0.0,0.857,0.143,CBS,Do you know all the nominees for Record Of The Year? Get familiar with this year's GRAMMY® Award nominees ahead of… https://t.co/lXDIu1STfq,87
187,0.6114,2017-12-15 14:43:08+00:00,0.0,0.8,0.2,CBS,'Elton John: I'm Still Standing - A GRAMMY® Salute' will celebrate Elton John's legendary career and timeless hits!… https://t.co/6M38jQQpTA,88
188,0.5106,2017-12-14 19:13:25+00:00,0.0,0.798,0.202,CBS,"Get to know 2017 Kennedy Center honorees @LLCoolJ, Carmen de Lavallade (@CarmenDances), @GloriaEstefan,… https://t.co/RGe3zqmY08",89
189,0.0,2017-12-13 23:20:01+00:00,0.0,1.0,0.0,CBS,"So close, yet so far away. Which #Survivor Castaways Will Earn Their Spot In The Final Five? More:… https://t.co/efeBVa4p26",90
190,0.5093,2017-12-13 18:56:58+00:00,0.0,0.798,0.202,CBS,RT @BandB_CBS: Take a walk down #BoldandBeautiful memory lane! RT your favorite #Steam moment. https://t.co/kxeD2br8Tc,91
191,0.0,2017-12-12 20:34:16+00:00,0.0,1.0,0.0,CBS,"RT @thegoodfight: Court is back in session. Season 2 of #TheGoodFight premieres March 4, exclusively on CBS All Access: https://t.co/Niu5a8…",92
192,0.5562,2017-12-12 19:04:59+00:00,0.0,0.854,0.146,CBS,Only two weeks until The 40th Annual Kennedy Center Honors air on December 26! Look back on four decades of inspiri… https://t.co/z4J8sfs55V,93
193,0.555,2017-12-12 17:13:52+00:00,0.0,0.826,0.174,CBS,"Mark your calendars! The 53rd Academy Of Country Music Awards will air Sunday, April 15 on CBS!… https://t.co/yYPc5rCiMW",94
194,0.8832,2017-12-11 21:29:33+00:00,0.0,0.636,0.364,CBS,The search is on to find the pro football player with the best off-the-field talent! Vote for your favorite perform… https://t.co/musmVXrRJz,95
195,0.4939,2017-12-11 19:05:21+00:00,0.086,0.703,0.211,CBS,RT @MadamSecretary: No D.C. holiday party is complete without some political persuasion and a covert sting to bust a corrupt senator. 🎄⭐️ S…,96
196,-0.2263,2017-12-11 00:26:50+00:00,0.083,0.917,0.0,CBS,"Due to NFL overrun, CBS is delayed 8 mins in the following ET &amp; CT markets: Hunstville, AL, Bowling Green, KY, MS,… https://t.co/gbwhgooEQd",97
197,-0.2263,2017-12-11 00:25:54+00:00,0.087,0.913,0.0,CBS,"Due to NFL overrun CBS is delayed 7 mins in the following ET &amp; CT markets Tampa, Chicago, Maryland, Michigan, Wash… https://t.co/driVgCiX7D",98
198,0.0772,2017-12-10 22:49:02+00:00,0.0,0.936,0.064,CBS,"RT @NoActivityCBS: If you want the intel, you get the tickles. 😂 Stream the first 5 episodes of #NoActivity now: https://t.co/Wzq9bVOhGN ht…",99
199,0.0,2017-12-10 22:48:46+00:00,0.0,1.0,0.0,CBS,RT @startrekcbs: .@albinokid and @wcruz73 are breaking new ground in #StarTrekDiscovery. 🏳️‍🌈 Stream chapter 1 on CBS All Access: https://t…,100
200,0.296,2018-01-09 01:36:29+00:00,0.0,0.896,0.104,CNN,"""I'm going to tell you a quick story"": Asked what he thinks of the prospect of Oprah Winfrey making a presidential… https://t.co/1YyNLqZ5zW",1
201,0.34,2018-01-09 01:31:55+00:00,0.0,0.893,0.107,CNN,"RT @OutFrontCNN: As it was reported that President Donald Trump spends three hours every morning engaging in ""executive time,"" the internet…",2
202,0.0,2018-01-09 01:31:05+00:00,0.0,1.0,0.0,CNN,Who is Kim Jong Un? Separating myth from fact https://t.co/YLfj9DqP4A https://t.co/QniGwENk8W,3
203,0.4019,2018-01-09 01:30:05+00:00,0.0,0.886,0.114,CNN,RT @AC360: Lawyers for President Trump are anticipating a request for him to talk to special counsel Robert Mueller and are discussing how…,4
204,0.4404,2018-01-09 01:27:10+00:00,0.0,0.818,0.182,CNN,Everything you need to know about the College Football Playoff National Championship https://t.co/VSuaI8RhUz https://t.co/NSbp3Xsllt,5
205,0.0,2018-01-09 01:21:31+00:00,0.0,1.0,0.0,CNN,"In a 1999 interview with Larry King, Donald Trump said that his first choice for a running mate would be Oprah Winf… https://t.co/SKcvqZNmkD",6
206,0.0,2018-01-09 01:13:55+00:00,0.0,1.0,0.0,CNN,Removing a President using the 25th amendment would require a political apocalypse | Analysis by @zbyronwolf … https://t.co/yShbc1wTbN,7
207,0.0,2018-01-09 01:02:13+00:00,0.0,1.0,0.0,CNN,"Democratic Sen. Kirsten Gillibrand, who has been mentioned as a formidable 2020 presidential candidate, said Oprah… https://t.co/F0mf8kshh5",8
208,-0.6249,2018-01-09 00:57:24+00:00,0.231,0.769,0.0,CNN,"Russia is hindering the fight against ISIS in Syria, an official from the US-led coalition fighting ISIS says… https://t.co/0WKwcifyXp",9
209,-0.7269,2018-01-09 00:50:41+00:00,0.217,0.783,0.0,CNN,"Dr. Allen Frances on Donald Trump: ""It's an insult to the mentally ill to say that the reason he shouldn't be in of… https://t.co/Oll3AtFSpM",10
210,0.0,2018-01-09 00:49:17+00:00,0.0,1.0,0.0,CNN,"As North Korean representatives prepare to meet their South Korean counterparts for the first time since 2015,… https://t.co/U1swTmjIAk",11
211,-0.4404,2018-01-09 00:47:31+00:00,0.139,0.861,0.0,CNN,"Dr. John Gartner: ""I think it's a scandal that Donald Trump is not going to receive a neuropsychological exam durin… https://t.co/pxCbiAGjL5",12
212,-0.3612,2018-01-09 00:33:53+00:00,0.152,0.848,0.0,CNN,Republican senators who once criticized Trump have learned how to work with him https://t.co/90bYC9g5YW https://t.co/GOPyYE5JIj,13
213,0.0,2018-01-09 00:16:06+00:00,0.0,1.0,0.0,CNN,"Self-driving cars are cruising the Las Vegas streets this week for #CES2018, and anyone can catch a ride… https://t.co/XW4JGUD6jX",14
214,0.0,2018-01-09 00:12:39+00:00,0.0,1.0,0.0,CNN,House Minority Leader Nancy Pelosi gave mixed reviews about whether Oprah is the right candidate for Democrats to p… https://t.co/7StEV39KX5,15
215,0.128,2018-01-08 23:56:17+00:00,0.0,0.87,0.13,CNN,Exclusive: A pair of lawmakers have unveiled a bipartisan DACA plan https://t.co/qIyLLw6kRM https://t.co/y0eiPfELQl,16
216,-0.357,2018-01-08 23:47:45+00:00,0.121,0.879,0.0,CNN,"""They're liars."" Author of bombshell book about President Trump says White House staff isn't being truthful about t… https://t.co/Zppr1JFltm",17
217,0.0,2018-01-08 23:41:03+00:00,0.0,1.0,0.0,CNN,"In the US, the rate of children injuring their eyes with air guns skyrocketed between 1990 and 2012… https://t.co/L8kf5i4XhI",18
218,0.0,2018-01-08 23:36:05+00:00,0.0,1.0,0.0,CNN,Dennis Kucinich is running for Ohio governor https://t.co/E5UC46PpfJ https://t.co/7aoduYggKS,19
219,0.4767,2018-01-08 23:31:08+00:00,0.0,0.687,0.313,CNN,Comedian Stephen Colbert extends Trump satire into animated realm https://t.co/aLHOb2nIsg https://t.co/OuuCeAZgNp,20
220,0.7717,2018-01-08 23:26:07+00:00,0.0,0.676,0.324,CNN,Stars transformed the red carpet. Shows featuring women won awards. Then Oprah stole the show.… https://t.co/LztubFPRYP,21
221,0.0,2018-01-08 23:21:05+00:00,0.0,1.0,0.0,CNN,"Engineers sue Google, alleging that it discriminates against conservatives, white people and men… https://t.co/mbEteccHTf",22
222,-0.0258,2018-01-08 23:16:09+00:00,0.052,0.948,0.0,CNN,President Trump touts the tax law and rural broadband initiative in his speech at the American Farm Bureau in Nashv… https://t.co/pqdIQwejzU,23
223,-0.3818,2018-01-08 23:11:07+00:00,0.26,0.612,0.128,CNN,Federal regulators have rejected a controversial Trump administration proposal to subsidize power plants like coal… https://t.co/UJVphl6sjW,24
224,0.0,2018-01-08 23:06:04+00:00,0.0,1.0,0.0,CNN,"California Republican Rep. Ed Royce, the chairman of the House Foreign Affairs Committee, will not seek re-election… https://t.co/Ks0o05xBgZ",25
225,0.2263,2018-01-08 23:01:03+00:00,0.101,0.759,0.139,CNN,"Fact-checking Michael Wolff: @CNNOpinion asked experts on free press and the presidency to weigh in on ""Fire and Fu… https://t.co/pRjNINHt1J",26
226,-0.5719,2018-01-08 22:56:02+00:00,0.222,0.778,0.0,CNN,Rex Tillerson stands his ground in the face of Trump administration chaos https://t.co/qzeifFO9v0 https://t.co/hGucqUDtfo,27
227,0.3612,2018-01-08 22:47:11+00:00,0.0,0.848,0.152,CNN,An Oprah campaign might (literally) look like this | Analysis by CNN's Brenna Williams https://t.co/Ke1NPDqEJJ https://t.co/2lundLwzLH,28
228,-0.1902,2018-01-08 22:40:25+00:00,0.071,0.929,0.0,CNN,American voters are big fans of Oprah Winfrey -- but a poll last March found that most didn't want her to run for P… https://t.co/YZlDkM79eM,29
229,-0.1847,2018-01-08 22:32:26+00:00,0.2,0.664,0.136,CNN,"""'If you make me happy, I don't care who else you make unhappy' is essentially the US foreign policy now."" - Michae… https://t.co/MTxRWCgA7s",30
230,0.5859,2018-01-08 22:30:46+00:00,0.0,0.826,0.174,CNN,It's a complicated political question: How can the GOP give President Trump a win on the wall without alienating De… https://t.co/l517xeC4bQ,31
231,0.0,2018-01-08 22:21:52+00:00,0.0,1.0,0.0,CNN,Oprah Winfrey's Golden Globes speech sends Weight Watchers stock soaring https://t.co/jxKSbqlIeM https://t.co/8uTgJhWU7L,32
232,0.0,2018-01-08 22:20:38+00:00,0.0,1.0,0.0,CNN,"The Trump administration's decision to end a program that allowed about 250,000 Salvadorans to stay in the US could… https://t.co/V7K7ol43sK",33
233,0.0516,2018-01-08 22:16:20+00:00,0.155,0.644,0.201,CNN,"The United States has the worst overall child mortality rate compared with those of 19 other wealthy nations, accor… https://t.co/CqdrL3NDSQ",34
234,0.0,2018-01-08 22:15:10+00:00,0.0,1.0,0.0,CNN,"Meet Kathryn Smith, the first woman to become a full-time coach in the NFL.

#BossFiles with @PoppyHarlowCNN: 

Lis… https://t.co/DeAwBuIWZX",35
235,-0.8271,2018-01-08 22:03:32+00:00,0.339,0.661,0.0,CNN,"""Fire and Fury"" author Michael Wolff says 100 percent of the people around the President believe he's incapable of… https://t.co/3hlV1S4Fl4",36
236,0.25,2018-01-08 22:00:52+00:00,0.0,0.889,0.111,CNN,"The Trump administration will end protections for more than 200,000 Salvadorans, granted by the Bush administration… https://t.co/1VK579Z9YB",37
237,-0.296,2018-01-08 21:50:49+00:00,0.109,0.891,0.0,CNN,"No, this is not a painting. It’s a NASA image of Jupiter’s swirling cloud systems, enhanced by two citizen scientis… https://t.co/noHxYkVubP",38
238,0.3612,2018-01-08 21:48:30+00:00,0.0,0.872,0.128,CNN,RT @CNNPolitics: An Oprah campaign might (literally) look like this | GIF analysis by CNN's Brenna Williams https://t.co/lgzE55uWJM https:/…,39
239,0.0,2018-01-08 21:34:04+00:00,0.0,1.0,0.0,CNN,"Ibuprofen taken in doses commonly used by athletes may be linked to male infertility, a new study finds… https://t.co/btQxlo1oMG",40
240,-0.0516,2018-01-08 21:33:06+00:00,0.093,0.821,0.086,CNN,"RT @TheLeadCNN: .@jaketapper: It is difficult to ascertain just what the truth is behind the “Fire and Fury” book since frankly, we have tw…",41
241,0.0,2018-01-08 21:32:39+00:00,0.0,1.0,0.0,CNN,"""Every time the President tweets, the White House goes into a spasm."" Michael Wolff, the author of a bombshell book… https://t.co/mym8M9TXNM",42
242,0.4019,2018-01-08 21:27:49+00:00,0.0,0.876,0.124,CNN,Lawyers for President Trump are anticipating a request for him to talk to special counsel Robert Mueller and are di… https://t.co/H0GtSPBa4v,43
243,0.4019,2018-01-08 21:21:23+00:00,0.0,0.876,0.124,CNN,Lawyers for President Trump are anticipating a request for him to talk to special counsel Robert Mueller and are di… https://t.co/31FUpEnFg5,44
244,0.0,2018-01-08 21:20:12+00:00,0.0,1.0,0.0,CNN,"Facebook is shutting down M, an automated personal assistant once thought to be a text-based answer to services lik… https://t.co/IKo3o3oWpz",45
245,0.6124,2018-01-08 21:08:39+00:00,0.0,0.773,0.227,CNN,"Apple has released new security updates for iPhones, iPads, and Macs to protect users from the Spectre flaw… https://t.co/4FBhnud18f",46
246,0.0,2018-01-08 21:06:13+00:00,0.0,1.0,0.0,CNN,"Oprah would make an exceptional president, writes @sallykohn for @CNNOpinion https://t.co/Jr0RXSTf7a https://t.co/VHguceyOcp",47
247,0.0,2018-01-08 21:02:05+00:00,0.0,1.0,0.0,CNN,"Michael Wolff, the author of a book that has driven a wedge between President Trump and Steve Bannon, defends ""Fire… https://t.co/8uzIV8GWXg",48
